study_ID,long_cite,short_cite,doi,peer_reviewed,coder,expt_num,expt_condition,same_infant,response_mode,exposure_phase,method,dependent_measure,participant_design,native_lang,trial_control,infant_type,group_name_1,group_name_2,n_1,n_2,mean_age_1,mean_age_2,x_1,x_2,SD_1,SD_2,t,F,r ,d,d_var,corr,source_of_data,test_lang,stimuli_link,data_link,age_range_1,age_range_2,n_excluded_1,n_excluded_2,gender_1,gender_2,num_trials,mean_vocab,procedure_secondary,num_looking_to_match
Kubicek2014b,"Kubicek, C., De Boisferon, A. H., Dupierrix, E., Pascalis, O., Loevenbruck, H., Gervain, J., & Schwarzer, G. (2014). Cross-modal matching of audio-visual German and French fluent speech in infancy. PLoS One, 9(2), e89275.",Kubicek et al. (2014b),,yes,Chris Cox,1a,4.5m_French_familiarization,French_familiarization,eye-tracking,familiarization,looking_while_listening,proportion_total_looking_time,within_one,German,fixed,typical,,,48,,137.9 (7.7),,0.40,0.54,0.090,0.088,,,,,,,paper,non-native,passage,,,,3.5,,0.54,,6,,,
Kubicek2014b,"Kubicek, C., De Boisferon, A. H., Dupierrix, E., Pascalis, O., Loevenbruck, H., Gervain, J., & Schwarzer, G. (2014). Cross-modal matching of audio-visual German and French fluent speech in infancy. PLoS One, 9(2), e89275.",Kubicek et al. (2014b),,yes,Chris Cox,1a,6m_German_familiarization,German_familiarization,eye-tracking,familiarization,looking_while_listening,proportion_total_looking_time,within_one,German,fixed,typical,,,48,,195.6 (9.4),,0.55,0.44,0.080,0.109,,,,,,,paper,native,passage,,,,3.5,,0.48,,6,,,
Kubicek2014b,"Kubicek, C., De Boisferon, A. H., Dupierrix, E., Pascalis, O., Loevenbruck, H., Gervain, J., & Schwarzer, G. (2014). Cross-modal matching of audio-visual German and French fluent speech in infancy. PLoS One, 9(2), e89275.",Kubicek et al. (2014b),,yes,Chris Cox,1a,6m_French_familiarization,French_familiarization,eye-tracking,familiarization,looking_while_listening,proportion_total_looking_time,within_one,German,fixed,typical,,,48,,195.6 (9.4),,0.55,0.55,0.080,0.065,,,,,,,paper,non-native,passage,,,,3.5,,0.48,,6,,,
Kubicek2014b,"Kubicek, C., De Boisferon, A. H., Dupierrix, E., Pascalis, O., Loevenbruck, H., Gervain, J., & Schwarzer, G. (2014). Cross-modal matching of audio-visual German and French fluent speech in infancy. PLoS One, 9(2), e89275.",Kubicek et al. (2014b),,yes,Chris Cox,1b,6m_German_short_familiarization,6m_German_short_familiarization,eye-tracking,familiarization,looking_while_listening,proportion_total_looking_time,within_one,German,fixed,typical,,,30,,198.5 (7.7),,0.48,0.46,0.095,0.092,,,,,,,paper,native,passage,,,,4,,0.3,,6,,,
Kubicek2014b,"Kubicek, C., De Boisferon, A. H., Dupierrix, E., Pascalis, O., Loevenbruck, H., Gervain, J., & Schwarzer, G. (2014). Cross-modal matching of audio-visual German and French fluent speech in infancy. PLoS One, 9(2), e89275.",Kubicek et al. (2014b),,yes,Chris Cox,2,6m_German_stimuli,6m_German_stimuli,eye-tracking,familiarization,looking_while_listening,proportion_total_looking_time,within_one,German,fixed,typical,,,43,,195.0 (8.2),,0.55,0.45,0.130,0.106,,,,,,,paper,native,passage,,,,4.5,,0.47,,6,,,
Kubicek2014b,"Kubicek, C., De Boisferon, A. H., Dupierrix, E., Pascalis, O., Loevenbruck, H., Gervain, J., & Schwarzer, G. (2014). Cross-modal matching of audio-visual German and French fluent speech in infancy. PLoS One, 9(2), e89275.",Kubicek et al. (2014b),,yes,Chris Cox,2,6m_French_stimuli,6m_French_stimuli,eye-tracking,familiarization,looking_while_listening,proportion_total_looking_time,within_one,German,fixed,typical,,,43,,195.0 (8.2),,0.61,0.54,0.074,0.060,,,,,,,paper,non-native,passage,,,,4.5,,0.47,,6,,,
Kubicek2014b,"Kubicek, C., De Boisferon, A. H., Dupierrix, E., Pascalis, O., Loevenbruck, H., Gervain, J., & Schwarzer, G. (2014). Cross-modal matching of audio-visual German and French fluent speech in infancy. PLoS One, 9(2), e89275.",Kubicek et al. (2014b),,yes,Chris Cox,2,12m_German_stimuli,12m_German_stimuli,eye-tracking,familiarization,looking_while_listening,proportion_total_looking_time,within_one,German,fixed,typical,,,45,,368.7 (12.1),,0.49,0.51,0.086,0.133,,,,,,,paper,native,passage,,,,4.5,,0.62,,6,,,
Kubicek2014b,"Kubicek, C., De Boisferon, A. H., Dupierrix, E., Pascalis, O., Loevenbruck, H., Gervain, J., & Schwarzer, G. (2014). Cross-modal matching of audio-visual German and French fluent speech in infancy. PLoS One, 9(2), e89275.",Kubicek et al. (2014b),,yes,Chris Cox,2,12m_French_stimuli,12m_French_stimuli,eye-tracking,familiarization,looking_while_listening,proportion_total_looking_time,within_one,German,fixed,typical,,,45,,368.7 (12.1),,0.55,0.48,0.075,0.079,,,,,,,paper,non-native,passage,,,,4.5,,0.62,,6,,,
DeBoisferon2015,"Hillairet de Boisferon, A., Dupierrix, E., Quinn, P. C., Lœvenbruck, H., Lewkowicz, D. J., Lee, K., & Pascalis, O. (2015). Perception of multisensory gender coherence in 6‐and 9‐month‐old infants. Infancy, 20(6), 661-674.",Hillairet de Boisferon et al. (2015),,yes,Chris Cox,1,6_mos_female_voice,6_mos_female_voice,eye-tracking,familiarization,looking_while_listening,proportion_total_looking_time,within_one,French,fixed,typical,,,48,,193 (7),,0.53,0.50,,,,,,0.33,,,paper,native,passage,,,,12,,0.54,,6,,,14
DeBoisferon2015,"Hillairet de Boisferon, A., Dupierrix, E., Quinn, P. C., Lœvenbruck, H., Lewkowicz, D. J., Lee, K., & Pascalis, O. (2015). Perception of multisensory gender coherence in 6‐and 9‐month‐old infants. Infancy, 20(6), 661-674.",Hillairet de Boisferon et al. (2015),,yes,Chris Cox,1,6_mos_male_voice,6_mos_male_voice,eye-tracking,familiarization,looking_while_listening,proportion_total_looking_time,within_one,French,fixed,typical,,,48,,193 (7),,0.50,0.50,,,,,,0.02,,,paper,native,passage,,,,12,,0.54,,6,,,12
DeBoisferon2015,"Hillairet de Boisferon, A., Dupierrix, E., Quinn, P. C., Lœvenbruck, H., Lewkowicz, D. J., Lee, K., & Pascalis, O. (2015). Perception of multisensory gender coherence in 6‐and 9‐month‐old infants. Infancy, 20(6), 661-674.",Hillairet de Boisferon et al. (2015),,yes,Chris Cox,2,9_mos_female_voice,9_mos_female_voice,eye-tracking,familiarization,looking_while_listening,proportion_total_looking_time,within_one,French,fixed,typical,,,47,,285 (7),,0.55,0.50,,,,,,0.6,,,paper,native,passage,,,,6,,0.45,,6,,,16
DeBoisferon2015,"Hillairet de Boisferon, A., Dupierrix, E., Quinn, P. C., Lœvenbruck, H., Lewkowicz, D. J., Lee, K., & Pascalis, O. (2015). Perception of multisensory gender coherence in 6‐and 9‐month‐old infants. Infancy, 20(6), 661-674.",Hillairet de Boisferon et al. (2015),,yes,Chris Cox,2,9_mos_male_voice,9_mos_male_voice,eye-tracking,familiarization,looking_while_listening,proportion_total_looking_time,within_one,French,fixed,typical,,,47,,285 (7),,0.49,0.50,,,,,,0.1,,,paper,native,passage,,,,6,,0.45,,6,,,10
Lewkowicz2015,"Lewkowicz, D. J., Minar, N. J., Tift, A. H., & Brandon, M. (2015). Perception of the multisensory coherence of fluent audiovisual speech in infancy: Its emergence and the role of experience. Journal of Experimental Child Psychology, 130, 147-162.",Lewkowicz et al. (2015),,yes,Chris Cox,1,4_mos_English_first_block,English_first_block,eye-tracking,familiarization,looking_while_listening,proportion_total_looking_time,within_one,English,fixed,typical,,,48,,119.7,,,,,,,,,0.22,,,paper,native,passage,,18.9,,15,,0.35,,6,,,
Lewkowicz2015,"Lewkowicz, D. J., Minar, N. J., Tift, A. H., & Brandon, M. (2015). Perception of the multisensory coherence of fluent audiovisual speech in infancy: Its emergence and the role of experience. Journal of Experimental Child Psychology, 130, 147-162.",Lewkowicz et al. (2015),,yes,Chris Cox,1,4_mos_English_second_block,English_second_block,eye-tracking,familiarization,looking_while_listening,proportion_total_looking_time,within_one,English,fixed,typical,,,48,,119.7,,,,,,,,,0.25,,,paper,native,passage,,18.9,,15,,0.35,,6,,,
Lewkowicz2015,"Lewkowicz, D. J., Minar, N. J., Tift, A. H., & Brandon, M. (2015). Perception of the multisensory coherence of fluent audiovisual speech in infancy: Its emergence and the role of experience. Journal of Experimental Child Psychology, 130, 147-162.",Lewkowicz et al. (2015),,yes,Chris Cox,1,4_mos_Spanish_first_block,Spanish_first_block,eye-tracking,familiarization,looking_while_listening,proportion_total_looking_time,within_one,English,fixed,typical,,,48,,119.7,,,,,,,,,0.19,,,paper,non-native,passage,,18.9,,15,,0.35,,6,,,
Lewkowicz2015,"Lewkowicz, D. J., Minar, N. J., Tift, A. H., & Brandon, M. (2015). Perception of the multisensory coherence of fluent audiovisual speech in infancy: Its emergence and the role of experience. Journal of Experimental Child Psychology, 130, 147-162.",Lewkowicz et al. (2015),,yes,Chris Cox,1,4_mos_Spanish_second_block,Spanish_second_block,eye-tracking,familiarization,looking_while_listening,proportion_total_looking_time,within_one,English,fixed,typical,,,48,,119.7,,,,,,,,,0.27,,,paper,non-native,passage,,18.9,,15,,0.35,,6,,,
Lewkowicz2015,"Lewkowicz, D. J., Minar, N. J., Tift, A. H., & Brandon, M. (2015). Perception of the multisensory coherence of fluent audiovisual speech in infancy: Its emergence and the role of experience. Journal of Experimental Child Psychology, 130, 147-162.",Lewkowicz et al. (2015),,yes,Chris Cox,2,8_mos_English_first_block,8_mos_English_first_block,eye-tracking,familiarization,looking_while_listening,proportion_total_looking_time,within_one,English,fixed,typical,,,55,,265.4,,,,,,,,,0.26,,,paper,native,passage,,77,,5,,0.55,,6,,,
Lewkowicz2015,"Lewkowicz, D. J., Minar, N. J., Tift, A. H., & Brandon, M. (2015). Perception of the multisensory coherence of fluent audiovisual speech in infancy: Its emergence and the role of experience. Journal of Experimental Child Psychology, 130, 147-162.",Lewkowicz et al. (2015),,yes,Chris Cox,2,8_mos_English_second_block,8_mos_English_second_block,eye-tracking,familiarization,looking_while_listening,proportion_total_looking_time,within_one,English,fixed,typical,,,55,,265.4,,,,,,,,,0.34,,,paper,native,passage,,77,,5,,0.55,,6,,,
Lewkowicz2015,"Lewkowicz, D. J., Minar, N. J., Tift, A. H., & Brandon, M. (2015). Perception of the multisensory coherence of fluent audiovisual speech in infancy: Its emergence and the role of experience. Journal of Experimental Child Psychology, 130, 147-162.",Lewkowicz et al. (2015),,yes,Chris Cox,2,8_mos_Spanish_first_block,8_mos_Spanish_first_block,eye-tracking,familiarization,looking_while_listening,proportion_total_looking_time,within_one,English,fixed,typical,,,55,,265.4,,,,,,,,,0.26,,,paper,non-native,passage,,77,,5,,0.55,,6,,,
Lewkowicz2015,"Lewkowicz, D. J., Minar, N. J., Tift, A. H., & Brandon, M. (2015). Perception of the multisensory coherence of fluent audiovisual speech in infancy: Its emergence and the role of experience. Journal of Experimental Child Psychology, 130, 147-162.",Lewkowicz et al. (2015),,yes,Chris Cox,2,8_mos_Spanish_second_block,8_mos_Spanish_second_block,eye-tracking,familiarization,looking_while_listening,proportion_total_looking_time,within_one,English,fixed,typical,,,55,,265.4,,,,,,,,,0.28,,,paper,non-native,passage,,77,,5,,0.55,,6,,,
Lewkowicz2015,"Lewkowicz, D. J., Minar, N. J., Tift, A. H., & Brandon, M. (2015). Perception of the multisensory coherence of fluent audiovisual speech in infancy: Its emergence and the role of experience. Journal of Experimental Child Psychology, 130, 147-162.",Lewkowicz et al. (2015),,yes,Chris Cox,3,12_mos_English_first_block,12_mos_English_first_block,eye-tracking,familiarization,looking_while_listening,proportion_total_looking_time,within_one,English,fixed,typical,,,48,,392,,,,,,,,,0.72,,,paper,native,passage,,70.7,,5,,0.625,,6,,,
Lewkowicz2015,"Lewkowicz, D. J., Minar, N. J., Tift, A. H., & Brandon, M. (2015). Perception of the multisensory coherence of fluent audiovisual speech in infancy: Its emergence and the role of experience. Journal of Experimental Child Psychology, 130, 147-162.",Lewkowicz et al. (2015),,yes,Chris Cox,3,12_mos_English_second_block,12_mos_English_second_block,eye-tracking,familiarization,looking_while_listening,proportion_total_looking_time,within_one,English,fixed,typical,,,48,,392,,,,,,,,,0.35,,,paper,native,passage,,70.7,,5,,0.625,,6,,,
Lewkowicz2015,"Lewkowicz, D. J., Minar, N. J., Tift, A. H., & Brandon, M. (2015). Perception of the multisensory coherence of fluent audiovisual speech in infancy: Its emergence and the role of experience. Journal of Experimental Child Psychology, 130, 147-162.",Lewkowicz et al. (2015),,yes,Chris Cox,3,12_mos_Spanish_first_block,12_mos_Spanish_first_block,eye-tracking,familiarization,looking_while_listening,proportion_total_looking_time,within_one,English,fixed,typical,,,48,,392,,,,,,,,,0.25,,,paper,non-native,passage,,70.7,,5,,0.625,,6,,,
Lewkowicz2015,"Lewkowicz, D. J., Minar, N. J., Tift, A. H., & Brandon, M. (2015). Perception of the multisensory coherence of fluent audiovisual speech in infancy: Its emergence and the role of experience. Journal of Experimental Child Psychology, 130, 147-162.",Lewkowicz et al. (2015),,yes,Chris Cox,3,12_mos_Spanish_second_block,12_mos_Spanish_second_block,eye-tracking,familiarization,looking_while_listening,proportion_total_looking_time,within_one,English,fixed,typical,,,48,,392,,,,,,,,,0.8,,,paper,non-native,passage,,70.7,,5,,0.625,,6,,,
Altvater-Mackensen2016,"Altvater-Mackensen, N., Mani, N., & Grossmann, T. (2016). Audiovisual speech perception in infancy: The influence of vowel identity and infants’ productive abilities on sensitivity to (mis) matches between auditory and visual speech cues. Developmental Psychology, 52(2), 191.",Altvater-Mackensen et al. (2016),,yes,Chris Cox,1,1,1,eye-tracking,familiarization,looking_while_listening,proportion_total_looking_time,within_one,German,fixed,typical,,,44,,175.2,,,,,,,,,0.23,,,paper,native,"/a/,/e/,/o/",,23.44,,8,,0.364,,17,,,32
Altvater-Mackensen2016,"Altvater-Mackensen, N., Mani, N., & Grossmann, T. (2016). Audiovisual speech perception in infancy: The influence of vowel identity and infants’ productive abilities on sensitivity to (mis) matches between auditory and visual speech cues. Developmental Psychology, 52(2), 191.",Altvater-Mackensen et al. (2016),,yes,Chris Cox,1,/a/_/o/_congruency,/a/_/o/_congruency,eye-tracking,familiarization,looking_while_listening,proportion_total_looking_time,within_one,German,fixed,typical,,,44,,175.2,,,,,,,,,0.6,,,paper,native,"/a/,/o/",,23.44,,8,,0.364,,17,,,32
Guellaï2016,"Guellaï, B., Streri, A., Chopin, A., Rider, D., & Kitamura, C. (2016). Newborns’ sensitivity to the visual aspects of infant-directed speech: Evidence from point-line displays of talking faces. Journal of Experimental Psychology: Human Perception and Performance, 42(9), 1275.",Guellaï et al. (2016),,yes,Chris Cox,1,1,1,eye-tracking,familiarization,looking_while_listening,proportion_total_looking_time,within_one,French,fixed,typical,,,24,,2,,0.60,0.50,0.092,,,,,,,,paper,native,passage,,3.1,,11,,0.4583333333,,3,,,22
Guellaï2016,"Guellaï, B., Streri, A., Chopin, A., Rider, D., & Kitamura, C. (2016). Newborns’ sensitivity to the visual aspects of infant-directed speech: Evidence from point-line displays of talking faces. Journal of Experimental Psychology: Human Perception and Performance, 42(9), 1275.",Guellaï et al. (2016),,yes,Chris Cox,2,2,2,eye-tracking,test_only,looking_while_listening,proportion_total_looking_time,within_one,French,fixed,typical,,,12,,1.5,,0.65,0.50,0.096,,,,,,,,paper,native,passage,,1.6,,5,,0.75,,3,,,11
Streri2016,"Streri, A., Coulon, M., Marie, J., & Yeung, H. H. (2016). Developmental change in infants' detection of visual faces that match auditory vowels. Infancy, 21(2), 177-198.",Streri et al. (2016),yes,yes,Chris Cox,1,3mos_a_vowel,3mos_a_vowel,eye-tracking,familiarization,looking_while_listening,proportion_total_looking_time,within_one,French ,fixed,typical,,,24,,91,,0.71,0.50,0.187,,,,,,,,paper,native,/a/,,,,,,0.4583333333,,1,,,8
Streri2016,"Streri, A., Coulon, M., Marie, J., & Yeung, H. H. (2016). Developmental change in infants' detection of visual faces that match auditory vowels. Infancy, 21(2), 177-198.",Streri et al. (2016),yes,yes,Chris Cox,1,3mos_i_vowel,3mos_i_vowel,eye-tracking,familiarization,looking_while_listening,proportion_total_looking_time,within_one,French ,fixed,typical,,,24,,91,,0.19,0.50,0.325,,,,,,,,paper,native,/i/,,,,,,0.4583333333,,1,,,0
Streri2016,"Streri, A., Coulon, M., Marie, J., & Yeung, H. H. (2016). Developmental change in infants' detection of visual faces that match auditory vowels. Infancy, 21(2), 177-198.",Streri et al. (2016),yes,yes,Chris Cox,1,3mos_u_vowel,3mos_u_vowel,eye-tracking,familiarization,looking_while_listening,proportion_total_looking_time,within_one,French ,fixed,typical,,,24,,91,,0.41,0.50,0.475,,,,,,,,paper,native,/u/,,,,,,0.4583333333,,1,,,2
Streri2016,"Streri, A., Coulon, M., Marie, J., & Yeung, H. H. (2016). Developmental change in infants' detection of visual faces that match auditory vowels. Infancy, 21(2), 177-198.",Streri et al. (2016),yes,yes,Chris Cox,1,6mos_a_vowel,6mos_a_vowel,eye-tracking,familiarization,looking_while_listening,proportion_total_looking_time,within_one,French ,fixed,typical,,,24,,195,,0.64,0.50,0.200,,,,,,,,paper,native,/a/,,,,,,0.5,,1,,,7
Streri2016,"Streri, A., Coulon, M., Marie, J., & Yeung, H. H. (2016). Developmental change in infants' detection of visual faces that match auditory vowels. Infancy, 21(2), 177-198.",Streri et al. (2016),yes,yes,Chris Cox,1,6mos_i_vowel,6mos_i_vowel,eye-tracking,familiarization,looking_while_listening,proportion_total_looking_time,within_one,French ,fixed,typical,,,24,,195,,0.50,0.50,0.150,,,,,,,,paper,native,/i/,,,,,,0.5,,1,,,4
Streri2016,"Streri, A., Coulon, M., Marie, J., & Yeung, H. H. (2016). Developmental change in infants' detection of visual faces that match auditory vowels. Infancy, 21(2), 177-198.",Streri et al. (2016),yes,yes,Chris Cox,1,6mos_u_vowel,6mos_u_vowel,eye-tracking,familiarization,looking_while_listening,proportion_total_looking_time,within_one,French ,fixed,typical,,,24,,195,,0.64,0.50,0.137,,,,,,,,paper,native,/u/,,,,,,0.5,,1,,,8
Streri2016,"Streri, A., Coulon, M., Marie, J., & Yeung, H. H. (2016). Developmental change in infants' detection of visual faces that match auditory vowels. Infancy, 21(2), 177-198.",Streri et al. (2016),yes,yes,Chris Cox,1,9mos_a_vowel,9mos_a_vowel,eye-tracking,familiarization,looking_while_listening,proportion_total_looking_time,within_one,French ,fixed,typical,,,24,,280,,0.64,0.50,0.300,,,,,,,,paper,native,/a/,,,,,,0.375,,1,,,3
Streri2016,"Streri, A., Coulon, M., Marie, J., & Yeung, H. H. (2016). Developmental change in infants' detection of visual faces that match auditory vowels. Infancy, 21(2), 177-198.",Streri et al. (2016),yes,yes,Chris Cox,1,9mos_i_vowel,9mos_i_vowel,eye-tracking,familiarization,looking_while_listening,proportion_total_looking_time,within_one,French ,fixed,typical,,,24,,280,,0.65,0.50,0.150,,,,,,,,paper,native,/i/,,,,,,0.375,,1,,,7
Streri2016,"Streri, A., Coulon, M., Marie, J., & Yeung, H. H. (2016). Developmental change in infants' detection of visual faces that match auditory vowels. Infancy, 21(2), 177-198.",Streri et al. (2016),yes,yes,Chris Cox,1,9mos_u_vowel,9mos_u_vowel,eye-tracking,familiarization,looking_while_listening,proportion_total_looking_time,within_one,French ,fixed,typical,,,24,,280,,0.65,0.50,0.150,,,,,,,,paper,native,/u/,,,,,,0.375,,1,,,8
Richoz2017,"Richoz, A. R., Quinn, P. C., Hillairet de Boisferon, A., Berger, C., Loevenbruck, H., Lewkowicz, D. J., ... & Pascalis, O. (2017). Audio-visual perception of gender by infants emerges earlier for adult-directed speech. PloS one, 12(1), e0169325.",Richoz et al. (2017),,yes,Chris Cox,1,6mos_IDS,6mos_IDS,eye-tracking,familiarization,looking_while_listening,proportion_total_looking_time,within_one,French ,fixed,typical,,,31,,195 (4),,0.48,0.50,0.084,,,,,-0.23,,,paper,native,passage,,,,3,,0.3548387097,,6,,,
Richoz2017,"Richoz, A. R., Quinn, P. C., Hillairet de Boisferon, A., Berger, C., Loevenbruck, H., Lewkowicz, D. J., ... & Pascalis, O. (2017). Audio-visual perception of gender by infants emerges earlier for adult-directed speech. PloS one, 12(1), e0169325.",Richoz et al. (2017),,yes,Chris Cox,1,6mos_ADS,6mos_ADS,eye-tracking,familiarization,looking_while_listening,proportion_total_looking_time,within_one,French ,fixed,typical,,,31,,195 (4),,0.57,0.50,0.100,,,,,0.75,,,paper,native,passage,,,,3,,0.3548387097,,6,,,
Richoz2017,"Richoz, A. R., Quinn, P. C., Hillairet de Boisferon, A., Berger, C., Loevenbruck, H., Lewkowicz, D. J., ... & Pascalis, O. (2017). Audio-visual perception of gender by infants emerges earlier for adult-directed speech. PloS one, 12(1), e0169325.",Richoz et al. (2017),,yes,Chris Cox,1,9mos_ADS+IDS,9mos_ADS,eye-tracking,familiarization,looking_while_listening,proportion_total_looking_time,within_one,French ,fixed,typical,,,31,,283 (5),,,0.50,,,3.2,,,0.58,,,paper,native,passage,,,,6,,0.3870967742,,6,,,
Richoz2017,"Richoz, A. R., Quinn, P. C., Hillairet de Boisferon, A., Berger, C., Loevenbruck, H., Lewkowicz, D. J., ... & Pascalis, O. (2017). Audio-visual perception of gender by infants emerges earlier for adult-directed speech. PloS one, 12(1), e0169325.",Richoz et al. (2017),,yes,Chris Cox,1,12mos_ADS+IDS,12mos_ADS,eye-tracking,familiarization,looking_while_listening,proportion_total_looking_time,within_one,French ,fixed,typical,,,31,,379 (6),,,0.50,,,4.42,,,0.8,,,paper,native,passage,,,,6,,0.4193548387,,6,,,
Dorn2018,"Dorn, K., Weinert, S., & Falck-Ytter, T. (2018). Watch and listen–A cross-cultural study of audio-visual-matching behavior in 4.5-month-old infants in German and Swedish talking faces. Infant Behavior and Development, 52, 121-129.",Dorn et al. (2018),,yes,Chris Cox,1,4.5mos_German_Swedish,4.5mos_German_Swedish,eye-tracking,familiarization,looking_while_listening,proportion_total_looking_time,within_one,German_Swedish,fixed,typical,,,96,,138.885,,0.54,0.50,0.2585,,,,,,,,paper,native,passage,,30,,,,0.5283018868,,6,,,